twitterUsername,politicalParty,tweetText
marcorubio,R,I don't want to sound negative but so far 2020 has kind of sucked. https://t.co/G1Z1ihbSln
marcorubio,R,"From science to commerce,from elections to policy debates on Capitol Hill, the threat posed by #China's espionage &amp;... https://t.co/zcAYngf8WM"
marcorubio,R,"With elections less than 4 months away the Democrats were going to attack whatever we proposed yesterday. 

In the... https://t.co/wq1p0IGdNa"
marcorubio,R,"Next round of #PPP is targeted at #smallbusiness:
- with 300 employees or less
- with a 50% decline in revenues fro... https://t.co/PMv1QXZOH4"
marcorubio,R,"America is more successful when everyone has an equal opportunity for success &amp; prosperity. 

This is particularly... https://t.co/wCb7aDBr3C"
marcorubio,R,"Still too early to claim progress

But #Florida shows a downward trend in new #COVID19 cases beginning around July... https://t.co/My2wdKYvIh"
marcorubio,R,"13 years ago @RepWilson &amp; I got this bill passed in #Florida. 

This morning we got it done in Congress &amp; now heads... https://t.co/IKI6JuPXSI"
marcorubio,R,"Below is an honest,straightforward &amp; accurate mainstream media account of what's really happening at these riots

I... https://t.co/CbNuivcsWW"
marcorubio,R,"For they are a nation devoid of reason,having no understanding. If they had insight they would realize this,
they w... https://t.co/nShFY8wmKU"
marcorubio,R,"""Give your servant, therefore, a listening heart to judge your people and to distinguish between good and evil. For... https://t.co/fxjHrytx60"
marcorubio,R,"The reason Democrat leaders know about threats to our election is because the Trump Admin has informed them
 
Their... https://t.co/lBuNhcIlU3"
marcorubio,R,"-Global shortage of reagents partial cause of test delays. Why we need more ""pool testing"" to preserve reagents &amp; i... https://t.co/dMgEzFQGcZ"
marcorubio,R,"#Florida #Covid_19 UPDATE:
-Hospital's expect hospitalization rates will plateau in 2 weeks 
-Hospitals will receiv... https://t.co/QFepatUUhn"
marcorubio,R,"Amazing how,because they hate Trump,many in the media have adopted the narrative of the Communist Party of #China o... https://t.co/d9EMv90KHY"
marcorubio,R,"Who gives the sun to light the day,moon and stars to light the night;Who stirs up the sea so that its waves roar,wh... https://t.co/3BkU9gbqrC"
marcorubio,R,".@FHSAA is now debating a motion to approve a policy on high school football that will,in my opinion,signal the end... https://t.co/hQSa94sNl6"
marcorubio,R,Next Monday I will be releasing our proposal for a 2nd round of #PPP loans to help #smallbusiness pay workers &amp; sur... https://t.co/nb7P05iBPK
marcorubio,R,"We will be proposing a second round of #PPPloans for #smallbusiness that:

-meet SBA revenue standards;

-have 300... https://t.co/fnms1pUuBq"
marcorubio,R,"This Sunday July 26th,the day Communists celebrate Castro's takeover of Cuba,an organization which supports the... https://t.co/v2IzGKY8u5"
marcorubio,R,"Millions of #SmallBusiness have been badly hurt by the pandemic,but impact has been especially devastating on minor... https://t.co/VJEnH4xhtV"
marcorubio,R,"Mayor of #Portland defends the ""protestors"" on national tv &amp; joins them in the streets

They respond but cursing &amp;... https://t.co/covHgGh6r1"
marcorubio,R,"Most people receiving unemployment want a job but can't find one yet

But many employers say $600 unemployment bene... https://t.co/ddCvzAGKjW"
marcorubio,R,"Today I will be presenting our proposal on a second round of #PPP for #SmallBusiness

It will be targeted at employ... https://t.co/40UuTubfGx"
marcorubio,R,"Last night the Mayor of Portland thought he could appease the mob by joining them in the streets

But the mob heckl... https://t.co/NBuIXCP0vo"
marcorubio,R,"They speak no words of peace,but against the quiet in the landthey fashion deceitful speech.

Psalms 35:20"
marcorubio,R,"A just released MIT study concludes that #PPP helped save as many as 3.2 million American jobs 

https://t.co/uGuUf1v2n1 via @business"
marcorubio,R,"Starting this Friday, five federally funded #COVID-19 testing sites will open in South #Florida 

Hours &amp; locations... https://t.co/OtscnhrnoK"
marcorubio,R,#China consulate was a spy shop https://t.co/UdRlmh7kVc
marcorubio,R,#China's consulate in #Houston is not a diplomatic facility. It is the central node of the Communist Party's vast n... https://t.co/ED5XhhZ2MQ
marcorubio,R,"#China's Houston consulate is a massive spy center, forcing it to close is long overdue."
marcorubio,R,State based response to #Covid_19 is best approach but I continue to urge us to require all states to report certai... https://t.co/hs9Rv5hF6J
marcorubio,R,"Hide me from the malicious crowd,the mob of evildoers.

Psalms 64:3"
marcorubio,R,Without more aid our economy will suffer severe structural damage &amp; be left unable to generate growth we will need... https://t.co/qfz8F1fN2K
marcorubio,R,"Amid the #COVID19 crisis,China has tainted our supply chains w/ forced labor from #Xinjiang. @nytimes highlights ho... https://t.co/MWG56XVnIr"
marcorubio,R,I am following up today on the scheduled shipment of rapid tests from fed govt to long term care facilities... https://t.co/UruQVb6nk0
marcorubio,R,"Our proposal for a 2nd round of #PPP loans is being finalized

Will be targeted at #smallbusiness that:
-meet curre... https://t.co/MFpuC3TJzi"
marcorubio,R,RT @JohnJamesMI: America is the only country where you can go from slave to Senator in 4 generations &amp; poverty to prosperity in 1. I am the...
marcorubio,R,Pleased so many private &amp; charter schools were able to use #PPPloans to keep teachers &amp; maintenance workers employe... https://t.co/BcCjpstYMG
marcorubio,R,"Whoever pursues justice and kindness will find life and honor.

Proverbs 21:21"
marcorubio,R,Yep... https://t.co/EIdebj2Dy6
marcorubio,R,"Some good news in the midst of daily bad news.

A #Covid-19 vaccine being developed at Oxford University could be a... https://t.co/8Y1sKV27G4"
marcorubio,R,"A clean heart create for me, God;renew within me a steadfast spirit.

Psalms 51:12"
marcorubio,R,"Never post a photo unless it has been verified as accurate by a major media outlet such as @CNN

These people are t... https://t.co/1dURbA58On"
marcorubio,R,Ambassador for #China's Communist Party is asked to explain  footage from #Xinjiang of handcuffed &amp; blindfolded det... https://t.co/pUeWOtJSqg
marcorubio,R,"All the nations you have made shall come to bow before you, Lord,and give honor to your name. For you are great and... https://t.co/iRAeUaZc39"
marcorubio,R,"Earlier today I tweeted an incorrect photo 

John Lewis was a genuine American hero

I was honored to appear togeth... https://t.co/VNNKatsnn4"
marcorubio,R,"30,000 vials of Remdesivir are en route to #Florida. Expect them tomorrow. This is enough to treat 5000 #COVID__19... https://t.co/1sFwzTRNuH"
marcorubio,R,The @WhiteHouse has been very responsive over the last 72 hours to our situation in #Florida with Remdesivir. Hopin... https://t.co/2AkVI7Imdx
marcorubio,R,"Lost in the doom &amp; gloom is the fact that American doctors,hospitals &amp; researchers are dramatically improving... https://t.co/bH6Egu0E95"
marcorubio,R,"This isn't just a touching video,it's a reminder of the dignity that comes from work that allows a man to be a husb... https://t.co/CO7ZnzjmY1"
marcorubio,R,"Those live whom the LORD protects;yours is the life of my spirit.
You have given me health and restored my life!

Isaiah 38:16"
marcorubio,R,"My father was a hotel bartender,my mother a hotel maid.If #COVID19 had happened 35 years ago they would have been l... https://t.co/8Nc9RTdyfY"
marcorubio,R,"Closely watching rates in #Florida long term care facilities.

Have had a 99% increase in residents cases &amp; 148% in... https://t.co/yFp8tUePyQ"
marcorubio,R,Last night #Florida remaining hospital capacity was 20.72% &amp; ICU was 15%(not counting additional beds that can be c... https://t.co/9XFQlpHYjb
marcorubio,R,USS Pinckney challenged the illegitimate maritime claims of illegitimate #MaduroRegime by sailing in international... https://t.co/jNBJ1pUFyu
marcorubio,R,"5th largest school district (Miami) has 8 criteria for re-opening:
#2 of them,positivity rate under 10% &amp; reduced v... https://t.co/E21hzs897e"
marcorubio,R,"RT @joshuawongcf: Huge boost! A group of over 20 former top foreign-policy officials from the Trump, Obama and Bush administrations just en..."
marcorubio,R,RT @SteveBovo: Thank you @SouthFloridaPBA for your endorsement! Now more than ever I stand with our heroes in blue as they continue to prot...
marcorubio,R,"New reports late last night of several hospitals in #Florida with low or no supplies of Remdesivir.

Shipments are... https://t.co/9dr5TLtz92"
marcorubio,R,"We may be only months away from having more options on #COVID19.

By this fall we could have monoclonal antibody dr... https://t.co/huoSw9yF1j"
marcorubio,R,"The UK announces Russian cyber actions conducted a hack &amp; leak operation to interfere in their 2019 election.

We w... https://t.co/MMRI5wlo9E"
marcorubio,R,"Mask wearing isn't some novel idea they came up with to control us

Surgeons,nurses &amp; dentists have used them forev... https://t.co/yicwKbNPJC"
marcorubio,R,"The patient are better than warriors,and those who rule their temper, better than the conqueror of a city.

Proverbs 16:32"
marcorubio,R,"Restrictions imposed to decrease spread of #Covid_19 should reflect science not hysteria

Physical distance,avoidin... https://t.co/opMiUW53pq"
marcorubio,R,"Our current test &amp; hospital numbers reflect infections that happened two to four weeks ago. 

But our future test &amp;... https://t.co/yuIh84tNAw"
marcorubio,R,#GatorNation https://t.co/NhJ3GnIELS
marcorubio,R,"Unless your faith is firm,you shall not be firm!

Isaiah 7:9"
marcorubio,R,"Today our police officers endorsed [?]@SteveBovo[?] for Mayor of the #305 #MiamiDade. 

Please donate to his campaign o... https://t.co/DtLI13UagA"
marcorubio,R,"As bad as things look right now, don't cancel October just yet.

The next few weeks/months could bring several inno... https://t.co/edgh7y7JbX"
marcorubio,R,"""a new consensus has emerged in the press...that truth isn't a process of collective discovery, but an orthodoxy al... https://t.co/GwfNDGIxFR"
marcorubio,R,Banned in #China https://t.co/T0pvDgMLvY
marcorubio,R,The government of #CapeVerde has followed the rule of law &amp; agreed to extradite #MaduroRegime money man Alex Saab t... https://t.co/yOnUAB8vtb
marcorubio,R,Rejecting these illegitimate claims by #China's Communist Party is a very important step towards demonstrating our... https://t.co/tKLfVMIDwe
marcorubio,R,"Let us bow down in worship,let us kneel before the LORD who made us. For he is our God,we are the people he shepher... https://t.co/mj5cXafu3Z"
marcorubio,R,"Very glad to see our closest ally move to secure their telecommunications networks. 

I urge our friends in the U.K... https://t.co/fk8OMTg6CO"
marcorubio,R,"If you live in #TX23 please vote for @TonyGonzales4TX

He will be a GREAT member of Congress and will make you very... https://t.co/uyXyuzlZMx"
marcorubio,R,Over the last 24 hours I have received reports from several #Florida hospitals concerned about their potentially cr... https://t.co/29Iqjvpqm3
marcorubio,R,One of the few things all kids in America have in common in our country is the opportunity for classroom instructio... https://t.co/cV9lXVZI9D
marcorubio,R,"To preserve access to #China's market,many large corporations stay silent about the horrifying practices of the Chi... https://t.co/Px9OS4Bvgu"
marcorubio,R,"The risks in re-opening schools are not insignificant, but the costs of not doing so are extraordinary. 

We are go... https://t.co/BdTzhDkUlI"
marcorubio,R,"You made us proud!
#Most people wouldn't even go on vacation on the other side of the world on 6 days notice but  y... https://t.co/Psn6poOQTJ"
marcorubio,R,"The Communist Party of #China has banned me from entering the country. 

I guess they don't like me? 

 https://t.co/cvp1YiJBYr"
marcorubio,R,Let's goooo @GamebredFighter representing the #305 in #UFC251
marcorubio,R,Once Trump used statement by Pediatricians to call for reopening schools it was only a matter of time before they c... https://t.co/ed9efqpvZI
marcorubio,R,"Most of these people fronting about a #GOYABOYCOTT either don't use @GoyaFoods anyways

And most of the ones who do... https://t.co/OLfkFLxMEY"
marcorubio,R,"High school sports like football help keep thousands of students in school &amp; on track for graduation &amp; college

Mak... https://t.co/1cZ7SsZ8tR"
marcorubio,R,"I openly,specifically &amp; proudly supported allowing Catholic Church's &amp; any other church,synagogue or mosque to rece... https://t.co/gj8KxxfEDu"
marcorubio,R,"One who pays heed to the wind will never sow and one who watches the clouds will never reap.

Ecclesiastes 11:4"
marcorubio,R,Back in 2014 while the #MaduroRegime was rounding up student protestors for torture &amp; extrajudicial detention the O... https://t.co/KL3SwVW1RW
marcorubio,R,"It isn't hard to figure out who the #MaduroRegime hopes will win in November.

When Biden faced Maduro in 2015 he t... https://t.co/o4zJJgbaeS"
marcorubio,R,Bad news: Large #Florida hospital systems informed me today their models anticipate now hitting peak of current the... https://t.co/eorX7gtP3D
marcorubio,R,When I began to demand sanctions on #MaduroRegime back in 2014 the Obama/Biden administration fought me every step... https://t.co/mG59Q4yyPc
marcorubio,R,"The problem with #PPP shaming is it assumes the receipients received a bailout

#PPPloans aren't bailouts,it's mone... https://t.co/I4Yx4CaKpg"
marcorubio,R,"Following up on thread below from 2 weeks ago

On 6/24 median age of new Covid cases in #Florida was 33

Median age... https://t.co/I6dge7CUDE"
marcorubio,R,"Inequality of opportunity is the result of allowing #China &amp; others to de-industrialize our economy,wiping out mill... https://t.co/ZpFn6Jn5Jq"
marcorubio,R,"I supported first ""shutdown"" to flatten the curve

But we are in a very different place now

Must weigh cost versus... https://t.co/EQLtOag2FN"
marcorubio,R,"Reason #COVID__19 is an emergency is it can kill
 
We know who's at highest risk: 

-80+ are 20X more likely to die... https://t.co/pNxyDGMj8v"
marcorubio,R,Having a rational &amp; effective response to #COVID-19 will be hard to achieve as long as we have a heavily politicize... https://t.co/IF2HKDoId9
marcorubio,R,"Every country,not just the U.S.,is having or will have a resurgence of new #COVID19 cases because certain human beh... https://t.co/3WTXmDyPkw"
marcorubio,R,"Sow for yourselves justice, reap the reward of loyalty;Break up for yourselves a new field, for it is time to seek... https://t.co/5mVpeCPyAy"
marcorubio,R,"Which setting presents a higher risk of spreading #COVID19?

A. A football team having practice outdoors; or

B. Ki... https://t.co/vXX2txKOn1"
marcorubio,R,"#COVID19 spreads when people interact. Eventually, no matter what you close,people are going to interact.

Protect... https://t.co/Aidetn8DNO"
marcorubio,R,"#PPP help to save the jobs of 3.2 million workers in #Florida. 

This is, BY FAR, the single most important piece o... https://t.co/ciztVM7jRW"
marcorubio,R,"Growing evidence that heavy doses of viral ""aerosols"" that linger in air for long periods in poorly ventilated indo... https://t.co/G8iHcjb7le"
marcorubio,R,"All leaders should be consistently providing the same guidance on #COVID19 &amp; model it as much as possible:

=Avoid... https://t.co/LN2HB11O0S"
marcorubio,R,"#SmallBusiness closures aren't harmless measures,they destroy small restaurants built on a families life savings.... https://t.co/HCvDTC0XqP"
marcorubio,R,"""Those who sow iniquity reap calamity, and the rod used in anger will fail.""

Proverbs 22:8"
marcorubio,R,Today the @nytimes wrote an article describing what I wrote in the tweet below almost two weeks ago... https://t.co/rIFtsGfYnA
marcorubio,R,"This is what the mob &amp; the words of incitement in opposition to them produces. 

Vandalism &amp; violence will always c... https://t.co/0E261wPXLz"
marcorubio,R,"The LORD supports all who are falling and raises up all who are bowed down.

Psalms 145:14"
marcorubio,R,"""I give praise to you, Father, Lord of heaven and earth, for although you have hidden these things from the wise an... https://t.co/dwVAFC5TLr"
marcorubio,R,Ironically some of the loudest voices attacking America &amp; our #IndependenceDay are big admirers of foreign governme... https://t.co/ce6CiKuEqY
marcorubio,R,"Even more amazing is that apparently (according to many in the media &amp; health care ""experts"") big protests are the... https://t.co/bzetIPm3NH"
marcorubio,R,"Don't just be mad at attacks on #IndependenceDay also be grateful for the freedom to do so

Today isn't just a cele... https://t.co/wUHU9gscCv"
marcorubio,R,"On this  #independenceday2020 I thank God for the blessing of being an Americans

Despite our challenges,I would no... https://t.co/gSO6663vgQ"
marcorubio,R,Politics has made us so crazy that using or refusing to use a mask has been turned into a social or political state... https://t.co/1I5m6d56rD
marcorubio,R,"10000 positive tests in one day in #Florida is unsettling &amp; certainly not irrelevant

But many of them won't get si... https://t.co/G7oHepMUWZ"
marcorubio,R,"Fed govt has arrested the alleged ring leader of group which vandalized &amp; attempted to destroy statues in D.C. 

Bu... https://t.co/Wt69y983bJ"
marcorubio,R,"#Florida surge isn't because opened too fast

It's because we got complacent &amp;/or assumed group socializing was saf... https://t.co/0GHNUFtw8T"
marcorubio,R,Surge in infection numbers are understandably unsettling. But many of those testing positive will never get sick. T... https://t.co/rg9zWZBjub
marcorubio,R,"Leaking alleged intelligence to promote a political narratives, isn't a patriotic service to the nation,it's a pote... https://t.co/T9dYXgCArv"
marcorubio,R,"In addition, will ask the federal government to help fund 7 help states coordinate ""pool testing"" for our universit... https://t.co/Phq8WEvUN6"
marcorubio,R,"Focus shouldn't be daily positives or hospitalization

Many positives won't get sick &amp; many hospital admissions unr... https://t.co/X1w5aZchf1"
marcorubio,R,"""Go and learn the meaning of the words, 'I desire mercy, not sacrifice.'I did not come to call the righteous but sinners.""

Matthew 9:13"
marcorubio,R,"Many of the companies boycotting Facebook until they enforce the ""woke speech code"" have no problem doing business... https://t.co/pOlilydD7d"
marcorubio,R,"Spoke to various #Florida hospitals today:

1. In many as many as 40% of their #Covid ""hospitalizations"" are not in... https://t.co/uwV7LG8R1t"
marcorubio,R,"Spike in #Florida cases began roughly around 6/13 which coincides with two factors between 18- 21 days earlier:

1.... https://t.co/3lKpr4vQRJ"
marcorubio,R,"Anyone American who now travels to #HongKong for business or pleasure is out of their minds

#China can now arrest... https://t.co/6SxoYN1iaz"
marcorubio,R,Yes. #China intends to arrest people who don't live in #HongKong if they say or do anything critical of the Communi... https://t.co/yu59VdsbYg
marcorubio,R,"Under the new anti-democracy ""law"" imposed by #China on #HongKong, the Communist Party can now arrest someone visit... https://t.co/sryPmRgFsL"
marcorubio,R,Three months into the pandemic we now have enough data to say with a high degree of confidence that no one has died... https://t.co/bITOq5bxwI
marcorubio,R,"Seek good and not evil,that you may live; Then truly the LORD, the God of hosts, will be with you as you claim.

Amos 5:15"
marcorubio,R,"I have no objection to extending the #PPP deadline until August 8th. 

But the vast majority of #SmallBusiness that... https://t.co/ZPrqZkh7io"
marcorubio,R,"I have confirmed with multiple members of the administration that after #PPP applications period expires tonight, t... https://t.co/oCEynJJJQa"
marcorubio,R,Now that #China has codified suppression of democracy in #HongKong it's only a matter of hours/days before they arr... https://t.co/Qxq7Z8RvoL
marcorubio,R,If this embargo goes away (and probably even if it doesn't) #Iran will be the preferred advanced weapons dealer to... https://t.co/brbrPGfFLa
marcorubio,R,"#MaduroRegime isn't a government still in power,it's an organized crime syndicate in control of a nations territory... https://t.co/RUK3GTMcmq"
marcorubio,R,"Many of these demonstrations are no longer about anything remotely related to racial equality

This is a Marxist/Ma... https://t.co/CXYmTvW4Xz"
marcorubio,R,"According to various #Florida hospitals their primary concern at this point is not bed capacity, it's that the incr... https://t.co/gFYRBH3IuU"
marcorubio,R,"I wait for the LORD, my soul waits and I hope for his word.

Psalms 130:5"
marcorubio,R,"Ironically many of those now politicizing the recent report in the NYT questioned,disputed &amp;/or downplayed indisput... https://t.co/jFo5Dsj1g8"
marcorubio,R,"#Iran is stealing #Venezuela's gold &amp; evading global sanctions in the process.

The #MaduroRegime is so desperate t... https://t.co/7vFXPgVGiC"
marcorubio,R,"Then world is quickly realizing the scale &amp; scope of the  ""demographic genocide"" being carried out by the Communist... https://t.co/TTS0N1rwya"
marcorubio,R,Today I spoke to @SandhuTaranjitS to express our solidarity with the people of #India as they firmly confront unwar... https://t.co/bWRHbBQBkV
marcorubio,R,The Chief Justice voted to uphold a precedent that just four years ago he believed the court decided incorrectly.... https://t.co/XiOJWFvy3a
marcorubio,R,"I won't comment on specific recent reports. 

However,the targeting of our troops by foreign adversaries via proxie... https://t.co/GxOUOxOTJu"
marcorubio,R,"9. The younger people driving the spike end up infecting people over 65 who represent close to 80% of the deaths

1... https://t.co/luvVmQlGqS"
marcorubio,R,"7. The median age of the current case spike is 35,an age group that is 45% of our population but less than 1% of de... https://t.co/lr6FBHmjVI"
marcorubio,R,"5. There is a 3 to 4 week lag time between infections &amp; death

6. The numbers provide us both insight into what wou... https://t.co/PBNWfq8MgM"
marcorubio,R,"3. The real issue isn't the big spike in cases,it's whether the spike is higher than we expected &amp; whether this sub... https://t.co/jtSbx6yKXQ"
marcorubio,R,"5 part thread on context of Covid spike:

1. Goal of lockdown wasn't to stop virus,it was to ""flatten the curve""&amp; b... https://t.co/I3ANlTyDO7"
marcorubio,R,"100 leftist ""protestors"" in Miami:
-with Communist hammer &amp; sickle &amp; Che Guevara flag
-supporting #MaduroRegime in... https://t.co/mLD56lTVdU"
marcorubio,R,"I sought the LORD, and he answered me,delivered me from all my fears. Look to him and be radiant,and your faces may... https://t.co/wvaZGdQtMZ"
marcorubio,R,Unfortunately high Covid #'s are now baked in for next 2-3 weeks because they reflect infections 7 to 21 days earli... https://t.co/sddHrFB1Q9
marcorubio,R,"""Whoever finds his life will lose it,and whoever loses his life for my sake will find it.""

Matthew 10:39"
marcorubio,R,"As an example,using Sunday 5pm forecast for Miami,Florida -temperature: 89
-humidity: 63%
-UV index: 4 
the new... https://t.co/EKUgrVm9Ma"
marcorubio,R,The [?]@DHSgov[?] has developed two calculators that can help estimate how long #Coronavirus will survive based on temp... https://t.co/D2WMbtQdxY
marcorubio,R,Health officials in several #Florida counties told me today they expect peak of current surge between 15 &amp; 23 July... https://t.co/4uE9w6IPSX
marcorubio,R,"RT @StateDept: .@SecPompeo: We will continue to support the National Assembly, Interim President @JGuaido, and the Venezuelan people in the..."
marcorubio,R,"Mayor of Pinecrest in South #Florida hits nail on the head

House parties &amp; private gatherings have become common s... https://t.co/lfugjTRBuQ"
marcorubio,R,"Lesson moving forward:
1.Even when its not in the news,the virus is still here
2.Try to stay home more
3.If you dec... https://t.co/c7AxcNQGtz"
marcorubio,R,"You use mask at CVS &amp; Publix but no one is wearing a mask or is 6ft away at a pool party or gettogether.

But then... https://t.co/f2mTUD8ABe"
marcorubio,R,As resident of #Florida I can explain surge.After weeks in lockdown you want to go back to being human.The news isn... https://t.co/SwXM2duvwA
marcorubio,R,"No mystery behind rapid growth in positive tests,people are socializing not just in public places but especially in... https://t.co/aC5nZuHKAA"
marcorubio,R,I hope member states will reject this threat to destroy the IDB over a domestic U.S. political vendetta. https://t.co/uegDFxV1Ew
marcorubio,R,"Yesterday the Senate passed my bill establishing a commission on the status of black men &amp; boys

All of us are hurt... https://t.co/HyM2QVuBpM"
marcorubio,R,"There are many things which are ""in his mind"", but which are not on anyone elses https://t.co/BwlSHV1JmV"
marcorubio,R,"Until we have a :

Stay at home if you:
-test positive,are sick, are 65+ or pregnant; or
-have a BMI 30+;or Sickle... https://t.co/MDsOud6q7S"
marcorubio,R,"This analysis says my comments risk ""downplaying the virus's dangerousness""such as ""the ability of those people to... https://t.co/Kk5nxrjw1e"
marcorubio,R,Military activity in the Western Hemisphere by any nation already engaged in direct armed hostilities against the U... https://t.co/zm6KxcfIbw
marcorubio,R,The Senate has just unanimously passed our bill creating a Federal Commission on the Status of Black Men &amp; Boys whi... https://t.co/Q8JnabEdsr
marcorubio,R,"More rational thinking:

Increase in new cases ALONE is NOT a cause for hysteria &amp; also NOT a cause for complacency... https://t.co/CSmL4fgEjk"
marcorubio,R,"Politics has made people irrational 
1. Until we have  we are going to have more infections
2. Over 95% of people... https://t.co/JBnsuDLecO"
marcorubio,R,"My focus &amp; work on matters of racial inequality didn't begin last month.

I have worked on these issues consistentl... https://t.co/8KC2VV8w3v"
marcorubio,R,"""Everyone who listens to these words of mine and acts on them will be like a wise man who built his house on rock.T... https://t.co/qr5ErRph5C"
marcorubio,R,BTW neither does your bill or the House bill. https://t.co/d8Tsp1rGiF
marcorubio,R,"All these cities we have seen recent police incidents in have been run by Democrats for decades

They could have ba... https://t.co/qshO5BX1xz"
marcorubio,R,"1. The violent anarchists don't care about racial inequality,they just see an opportunity to destroy;&amp;
2. Senate De... https://t.co/Sg5GsmN1db"
marcorubio,R,"#Tampa police say they received a false 911 report of a shooting

When officers responded a violent crowd of rioter... https://t.co/xgFkLWx7fT"
marcorubio,R,#Iran is literally stealing the Gold reserves of the people of #Venezuela by selling gasoline to an oil rich countr... https://t.co/Y1wOhOFsrp
marcorubio,R,"Senate democrats are NOT voting to ""block"" GOP police reforms

They are blocking even beginning the process of voti... https://t.co/FsXEYPMxUD"
marcorubio,R,Addressing the impediments already facing Black-owned &amp; minority businesses is a major focus of our work on the nex... https://t.co/ON4dN78epc
marcorubio,R,"The crazy radicals aren't angry over racial inequality

They hate America &amp; want to destroy it

Last night in Wisco... https://t.co/2hTed9r1uh"
marcorubio,R,"Today's vote in Senate is NOT on GOP police bill

It's only a vote to begin the process of making changes to the GO... https://t.co/7tWSRPaAEq"
marcorubio,R,"Though I thought I had toiled in vain,for nothing and for naught spent my strength,
Yet my right is with the LORD,... https://t.co/9AtcxciM4E"
marcorubio,R,"Racial disparities must be acknowledged &amp; must be addressed. 
 
But not by giving in to a bunch of crazy radicals t... https://t.co/riSSYHnIF3"
marcorubio,R,"These people are not ""protesting"" &amp; their cause isn't ""racial justice"". This is a collection of marxists, Maoist &amp;... https://t.co/uaIWiaGGTY"
marcorubio,R,"Do not speak in the hearing of fools;they will despise the wisdom of your words.

Proverbs 23:9"
marcorubio,R,"Another example of a media afraid to report the truth

This was not an ""Abolish Police"" rally held in Miami. This w... https://t.co/W4QhxUOBrP"
marcorubio,R,"We have always had some great allies on this cause in both parties. 

But what is ridiculous is the criticism from... https://t.co/vK3tY0A7FK"
marcorubio,R,"The central goal of U.S. policy in #Venezuela is the return of democracy

We have always been willing to facilitate... https://t.co/2IHZEDOkWZ"
marcorubio,R,"You rocked the earth,split it open;repair the cracks for it totters. You made your people go through hardship,made... https://t.co/hK43bt4WHw"
marcorubio,R,"For it is on your account I bear insult,that disgrace covers my face. I have become an outcast to my kindred,a stra... https://t.co/PIKfayvuUo"
marcorubio,R,"One dead &amp; another fighting for life after being shot in ""peaceful"" utopia that is the #Seattle Autonomous Zone.... https://t.co/fLlS0PhCyU"
marcorubio,R,Support the cause of racial equality is a call to be more fully American but truly living up to our founding princi... https://t.co/nVrKfzEQP7
marcorubio,R,Pres.Grant was literally the opposite of a confederate rebel. This shows these mobs tearing down statues have zero... https://t.co/UABDEHu0cW
marcorubio,R,"Media report of warnings that extremists are taking advantage of protests. https://t.co/OOVQEb2A7o 

As you see in... https://t.co/yZZVv67MZZ"
marcorubio,R,After two weeks of good faith bipartisan talks with [?]@USTreasury[?] I am pleased we will have transparency on #PPP lo... https://t.co/BEQC2Rn5Ve
marcorubio,R,I believe we are close to a process on disclosure of #PPP loans that would provide taxpayers the transparency they... https://t.co/2v7h115YFf
marcorubio,R,"Take every precaution to lower the risk of #COVID19 

But we are not shutting things down again https://t.co/4xxySBVcnA"
marcorubio,R,"I strongly support @JohnCornyn effort to make #JuneteenthDay a federal holiday

The end of slavery was one of the m... https://t.co/giD1SMOx1a"
marcorubio,R,"Today and everyday we celebrate freedom

#JUNETEENTH2020

 https://t.co/obL2EQE9PZ"
marcorubio,R,"Beloved, let us love one another,because love is of God;everyone who loves is begotten by God and knows God.Whoever... https://t.co/0dLH9jVV5m"
marcorubio,R,"Jobs destroyed,schools closed &amp; graduations cancelled on the advice of experts who then suddenly decided the risks... https://t.co/WNBscBGFzh"
marcorubio,R,"There is strong bipartisan support for a permanent &amp; generous solution for those in DACA program

But passing a law... https://t.co/hpHTqwNALR"
marcorubio,R,We will be in touch today with @USCG &amp; @USDOT on the dangerous status of the Roosevelt Bridge over the St. Lucie Ri... https://t.co/3kKHMMHCRO
marcorubio,R,Today I will file a bill requiring the NCAA create a uniform standard for college athletes being compensated for us... https://t.co/G8AqgXgZ8C
marcorubio,R,"Light dawns for the just,
and gladness for the honest of heart.

Psalms 97:11"
marcorubio,R,"SEE TWEET BELOW
I told you almost three weeks ago that these anti-police militias who want a new civil war were sho... https://t.co/PNb8bYIZEc"
marcorubio,R,"First, it's pronounced ""yuge""

Second, over the last week I have noticed a new found appreciation for my on camera... https://t.co/maOcAR2pxm"
marcorubio,R,"Part One of what I know was a difficult speech for @SenatorTimScott but one only he could give

 https://t.co/gLLsAC6rcx"
marcorubio,R,Today President Trump signed into law our #UyghurHumanRightsPolicyAct which holds #China accountable for grotesque human rights violations.
marcorubio,R,"(Corrected)
In just last 7 months #China's Communist Party has:

- Hid deadly pandemic from world

- wiped out One... https://t.co/HtuIYysVkm"
marcorubio,R,"#Iran isn't defying Trump, they are stealing the Gold reserves that belong to the people of #Venezuela by charging... https://t.co/3eaXNwMlTJ"
marcorubio,R,"Just spoke with @MLB Commissioner

America really needs some unifying common experiences right now,not to distract... https://t.co/Lt2yrvbSCi"
marcorubio,R,A good man @SenatorTimScott steps up to try &amp; address an important issue tearing our country apart &amp; the first word... https://t.co/JQy5EVy1dg
marcorubio,R,RT @icecube: We gotta give credit to Sen. Tim Scott R-(SC) for moving the needle with the GOP to work with Dems on a real Police Reform Bil...
